"id","name","code","account_type","reconcile","currency_id","tag_ids","name@zh_CN"
"mjb_l10n_cn_66020300","OFE - Drink","66020300","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 饮料"
"mjb_l10n_cn_66020400","OFE - Maintenance stuff","66020400","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 维修费"
"mjb_l10n_cn_66020500","OFE - Administrative stuff","66020500","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 行政管理费"
"mjb_l10n_cn_66020510","OFE - Cartons, Packing","66020510","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 包装费"
"mjb_l10n_cn_66020520","OFE - Office stationary","66020520","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 办公用品"
"mjb_l10n_cn_66020530","OFE - IT stuff","66020530","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - IT用品"
"mjb_l10n_cn_66020610","OFE - Internet","66020610","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 网络"
"mjb_l10n_cn_66020620","OFE - Fax","66020620","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 传真"
"mjb_l10n_cn_66020630","OFE - Mobile","66020630","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 手机"
"mjb_l10n_cn_66020640","OFE - Express","66020640","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室费用 - 快递"
"mjb_l10n_cn_66020700","Office services Expenses (OSE)","66020700","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室服务费"
"mjb_l10n_cn_66020710","OSE - Audit ／Lawyer／Finance","66020710","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 审计, 律师, 财务"
"mjb_l10n_cn_66020711","OSE - Audit","66020711","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 审计"
"mjb_l10n_cn_66020712","OSE - Accountant","66020712","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 会计"
"mjb_l10n_cn_66020713","OSE - Lawyer","66020713","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 律师"
"mjb_l10n_cn_66020714","OSE - Finance","66020714","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 财务"
"mjb_l10n_cn_66020715","OSE -visa application","66020715","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 签证费"
"mjb_l10n_cn_66020800","OSE - Informatic","66020800","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 信息"
"mjb_l10n_cn_66020810","OSE - Hardware maintenance (computer, printer,…)","66020810","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 信息 - 硬件"
"mjb_l10n_cn_66020820","OSE - Software maintenance","66020820","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 信息 - 软件"
"mjb_l10n_cn_66020830","OSE - OpenERP","66020830","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 信息 - OpenERP"
"mjb_l10n_cn_66020840","OSE - Website (webmaster)","66020840","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 信息 - 网站"
"mjb_l10n_cn_66020850","OSE - Others - Informatic","66020850","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 信息 - 其他"
"mjb_l10n_cn_66020860","OSE - IT service","66020860","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 信息 - IT服务"
"mjb_l10n_cn_66020900","OSE - Commercial, Marketing, Sales","66020900","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 产品,市场,销售"
"mjb_l10n_cn_66020910","OSE - Design (trade fair,…)","66020910","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 设计"
"mjb_l10n_cn_66020920","OSE - HR, Recruitment","66020920","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 招聘"
"mjb_l10n_cn_66021000","OSE - Maintenance","66021000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 维护费"
"mjb_l10n_cn_66021010","OSE - on building","66021010","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 维护费 - 建筑物"
"mjb_l10n_cn_66021020","OSE - Director's Appartment","66021020","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 维护费 - 建筑物 - 管理层公寓"
"mjb_l10n_cn_66021100","OSE - Insurance fees expenses (IFE)","66021100","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 保险费"
"mjb_l10n_cn_66021110","IFE - Multirisk","66021110","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 各种风险保险"
"mjb_l10n_cn_66021120","IFE - Transportation insurance","66021120","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 运输保险"
"mjb_l10n_cn_66021121","IFE - on purchases","66021121","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 采购"
"mjb_l10n_cn_66021122","IFE - on sales","66021122","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 销售"
"mjb_l10n_cn_66021129","IFE - on other goods","66021129","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 保险费 - 其他"
"mjb_l10n_cn_66021200","OSE - Cleaning Staff","66021200","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 清洁费"
"mjb_l10n_cn_66021300","Travelling, mission and public relation expenses","66021300","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 差旅费, 公关费"
"mjb_l10n_cn_66021310","Mission Local Travelling (MLT)","66021310","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费"
"mjb_l10n_cn_66021311","MLT - Taxi","66021311","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 出租车"
"mjb_l10n_cn_66021312","MLT - Train","66021312","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 火车"
"mjb_l10n_cn_66021313","MLT - Flight","66021313","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 飞机"
"mjb_l10n_cn_66021314","MLT - Bus & Metro","66021314","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 公交车及地铁"
"mjb_l10n_cn_66021315","MLT - Private Car","66021315","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 小汽车"
"mjb_l10n_cn_66021316","MLT - Gazoline","66021316","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 汽油费"
"mjb_l10n_cn_66021317","MLT - Toll gate","66021317","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 过路费"
"mjb_l10n_cn_66021318","MLT - Parking fee","66021318","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 停车费"
"mjb_l10n_cn_66021319","MLT - Others","66021319","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国内交通费 - 其他"
"mjb_l10n_cn_66021320","Mission Abroad Travelling (MAT)","66021320","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费"
"mjb_l10n_cn_66021321","MAT - Taxi","66021321","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费 - 出租车"
"mjb_l10n_cn_66021322","MAT - Train","66021322","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费 - 火车"
"mjb_l10n_cn_66021323","MAT - Flight","66021323","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费 - 飞机"
"mjb_l10n_cn_66021324","MAT - Bus","66021324","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费 - 公交车"
"mjb_l10n_cn_66021325","MAT - Private Car","66021325","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费 - 小汽车"
"mjb_l10n_cn_66021326","MAT - Gazoline","66021326","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费 - 汽油费"
"mjb_l10n_cn_66021327","MAT - Toll gate","66021327","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费 - 过路费"
"mjb_l10n_cn_66021329","MAT - Others","66021329","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 国外交通费 - 其他"
"mjb_l10n_cn_66021330","Mission expenses (MSE)","66021330","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 差旅费"
"mjb_l10n_cn_66021331","MSE - Restaurant, Food","66021331","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 差旅费 - 餐厅"
"mjb_l10n_cn_66021332","MSE - Water, Drink","66021332","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 差旅费 - 饮料"
"mjb_l10n_cn_66021333","MSE - Night, Hotel","66021333","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 差旅费 - 宾馆"
"mjb_l10n_cn_66021340","Public relation expenses (PRE)","66021340","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 公共关系费"
"mjb_l10n_cn_66021341","PRE - Customer's gifts","66021341","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 客户礼品"
"mjb_l10n_cn_66021342","PRE - Reception fees","66021342","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 接待费"
"mjb_l10n_cn_66021343","PRE - Trade fair","66021343","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 参展费"
"mjb_l10n_cn_66021350","PRE - Entertainment","66021350","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 娱乐费"
"mjb_l10n_cn_66021351","PRE - Customer's entertainment","66021351","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 娱乐 - 客户"
"mjb_l10n_cn_66021352","PRE - Supplier's entertainment","66021352","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 娱乐 - 供应商"
"mjb_l10n_cn_66021353","PRE - Company entertainment","66021353","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 娱乐 - 本公司"
"mjb_l10n_cn_66021360","PRE - Networking","66021360","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 人际关系费"
"mjb_l10n_cn_66021400","Wages and salaries (WSE)","66021400","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 奖金和工资"
"mjb_l10n_cn_66021410","WSE - Salary","66021410","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 应付工资"
"mjb_l10n_cn_66021411","WSE - Management - Salary","66021411","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层工资"
"mjb_l10n_cn_66021412","WSE - Office - Salary","66021412","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室工资"
"mjb_l10n_cn_66021420","WSE - Paid leave","66021420","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 带薪休假"
"mjb_l10n_cn_66021421","WSE - Management - Paid Leave","66021421","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层带薪休假"
"mjb_l10n_cn_66021422","WSE - Office - Paid Leave","66021422","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室带薪休假"
"mjb_l10n_cn_66021431","WSE - Management - Commission (based on contract)","66021431","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层佣金"
"mjb_l10n_cn_66021432","WSE - Office - Commission (based on contract)","66021432","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室佣金"
"mjb_l10n_cn_66021441","WSE - Management - Bonus (official)","66021441","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层奖金"
"mjb_l10n_cn_66021442","WSE - Office - Bonus (official)","66021442","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室奖金"
"mjb_l10n_cn_66021451","WSE - Management - Bonus (black)","66021451","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层非官方不定额奖金"
"mjb_l10n_cn_66021452","WSE - Office - Bonus (black)","66021452","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室非官方不定额奖金"
"mjb_l10n_cn_66021461","WSE - AND - Management","66021461","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层员工福利"
"mjb_l10n_cn_66021462","WSE - ADN - Office","66021462","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 办公室员工福利"
"mjb_l10n_cn_66021470","Indemnity and other benefits (IBE)","66021470","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 赔偿金及其他福利"
"mjb_l10n_cn_66021471","IBE - Employee Insurance (SI)","66021471","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 员工社保"
"mjb_l10n_cn_66021472","IBE - Housing allowance (HAF)","66021472","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 住房公积金"
"mjb_l10n_cn_66021473","IBE - Income Tax of Employee (IIT)","66021473","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 个人所得税"
"mjb_l10n_cn_66021500","GTE - Custom Clearance","66021500","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 清关费"
"mjb_l10n_cn_66021600","GTE - Business registration fee","66021600","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 注册费"
"mjb_l10n_cn_66021700","EXCEPTIONAL EXPENSES (EXE)","66021700","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 例外费用"
"mjb_l10n_cn_66021710","EXE - Penalties, tax and legal fines","66021710","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 罚款"
"mjb_l10n_cn_66021721","EXE - Provision for risk on unpaid invoices","66021721","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 预提的未支付发票的风险"
"mjb_l10n_cn_66021722","EXE - Provision for risk on supplier","66021722","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 预提的供应商的风险"
"mjb_l10n_cn_66021730","EXE - Bad debts loss","66021730","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 坏账损失"
"mjb_l10n_cn_66021800","OFE - Directors' Appartment renting and utilities","66021800","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层租金及其相关费用"
"mjb_l10n_cn_66021810","OFE - Director's Appartment - Rental","66021810","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层公寓 - 租金"
"mjb_l10n_cn_66021820","OFE - Director's Appartment - Water","66021820","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层公寓 - 水费"
"mjb_l10n_cn_66021830","OFE - Director's Appartment - Electricity","66021830","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 管理层公寓 - 电费"
"mjb_l10n_cn_66021900","OSE - Others","66021900","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 其他"
"mjb_l10n_cn_66022000","OFE - Employee‘s Appartment renting and utilities","66022000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 员工宿舍租金及其相关费用"
"mjb_l10n_cn_66022010","OFE - Employee‘s Appartment - Rental","66022010","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 员工宿舍租金"
"mjb_l10n_cn_66022020","OFE - Employee‘s Appartment - Water and electricity","66022020","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 员工宿舍水电费"
"mjb_l10n_cn_66022110","Management Exp - Accumulated depreciation - IT Material","66022110","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 累计折旧 - IT材料"
"mjb_l10n_cn_66022120","Management Exp - Accumulated depreciation - Office Material","66022120","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","管理费用 - 累计折旧 - 办公材料"
"mjb_l10n_cn_66030000","FINANCE EXPENSES (FIE)","66030000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","财务费用"
"mjb_l10n_cn_66030100","FIE - Bank Charges","66030100","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","财务费用 - 银行手续费"
"mjb_l10n_cn_66030200","FIE - Interest Charges","66030200","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","财务费用 - 利息支出"
"mjb_l10n_cn_66030300","FIR - Shares revenue","66030300","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_financial_expenses","财务费用 - 股本收入"
"mjb_l10n_cn_66040000","Mining","66040000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses","勘探费用"
"mjb_l10n_cn_67010000","Provision for Assets","67010000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_devaluation_lost_assets","资产减值损失"
"mjb_l10n_cn_67110000","Non-operating expense","67110000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_non_operation_expenses","营业外支出"
"mjb_l10n_cn_67110100","Non-operating expense - Asset disposal","67110100","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_non_operation_expenses","营业外支出 - 固定资产报废清理"
"mjb_l10n_cn_67110900","Non-operating expense - Other","67110900","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_non_operation_expenses","营业外支出 - 其他"
"mjb_l10n_cn_68011000","HK","68011000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_profit_tax_expenses","所得税费用 - SZ"
"mjb_l10n_cn_69010000","Prior year income adjustment","69010000","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_prior_year_income_adjustment","以前年度损益调整"
"mjb_l10n_cn_9991","Cash Difference Loss","9991","expense","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_overhead_expenses",""
"mjb_l10n_cn_9992","Cash Difference Gain","9992","income","False","base.CNY","mjb_l10n_cn.mjb_data_account_tag_revenue",""
"mjb_l10n_cn_00000000","Majorbird China (SHZ)","00000000","off_balance","False","","","丹鸟"
"mjb_l10n_cn_10000000","Asset","10000000","off_balance","False","","","一、资产类"
"mjb_l10n_cn_20000000","LIABILITY","20000000","off_balance","False","","","二、负债类"
"mjb_l10n_cn_30000000","Common Category","30000000","off_balance","False","","","三、共同类"
"mjb_l10n_cn_30010000","Liquidation of Inter Bank Business","30010000","off_balance","False","","","清算资金往来"
"mjb_l10n_cn_30020000","Foreign Exchange Trading","30020000","off_balance","False","","","外汇买卖"
"mjb_l10n_cn_32020000","Hedged item","32020000","off_balance","False","","","被套期项目"
"mjb_l10n_cn_40000000","EQUITY","40000000","off_balance","False","","","四、所有者权益类"
"mjb_l10n_cn_50000000","COST","50000000","off_balance","False","","","五、成本类"
"mjb_l10n_cn_60000000","REVENUE, EXPENSES","60000000","off_balance","False","","","六、损益类"
